Files,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29, Class
Hunger-30,595.4022988505747, 595.2586206896551, 594.683908045977, 596.1206896551723, 593.3908045977012, 594.8275862068965, 594.1091954022988, 593.9655172413793, 598.1321839080459, 604.8850574712643, 603.5919540229885, 595.5459770114942, 596.2643678160919, 596.6954022988506, 600.8620689655172, 604.1666666666666, 593.2471264367816, 596.8390804597701, 594.5402298850574, 598.8505747126436, 604.3103448275862, 603.448275862069, 595.9770114942528, 597.4137931034483, 594.2528735632184, 605.603448275862, 597.2701149425287, 598.2758620689655, 597.9885057471264, 600.1436781609195,0
Hunger-31,696.7836257309941, 678.5087719298245, 696.4912280701755, 681.4327485380117, 694.2982456140351, 692.1052631578947, 694.5906432748537, 697.0760233918128, 694.0058479532163, 674.7076023391812, 691.812865497076, 693.2748538011696, 677.3391812865497, 693.5672514619882, 661.9883040935672, 681.8713450292397, 698.9766081871345, 697.514619883041, 697.2222222222222, 678.2163742690058, 692.3976608187135, 642.9824561403508, 698.6842105263157, 678.9473684210526, 642.6900584795321, 2769.8830409356724, 646.4912280701755, 2768.2748538011692, 646.0526315789473, 626.3157894736842,0
Hunger-32,398.5835694050992, 398.7252124645892, 399.8583569405099, 398.4419263456091, 397.4504249291785, 397.7337110481586, 398.300283286119, 399.0084985835694, 399.5750708215298, 398.0169971671388, 398.8668555240793, 397.1671388101983, 398.1586402266289, 399.7167138810198, 376.91218130311614, 400.1416430594901, 377.1954674220963, 400.0, 397.3087818696884, 383.28611898017, 400.8498583569405, 399.2917847025496, 396.3172804532578, 396.8838526912181, 378.04532577903683, 397.5920679886686, 396.4589235127479, 379.8866855524079, 378.328611898017, 396.600566572238,0
Hunger-33,1360.7871720116616, 1361.078717201166, 1351.8950437317783, 1357.8717201166178, 1361.5160349854225, 1690.816326530612, 1348.9795918367345, 1367.7842565597666, 1364.285714285714, 1348.8338192419824, 1367.4927113702622, 2722.157434402332, 1361.224489795918, 1348.68804664723, 1338.7755102040815, 1358.01749271137, 1692.1282798833818, 1352.0408163265304, 1692.5655976676383, 1440.0874635568512, 1364.5772594752184, 479.30029154518945, 1363.9941690962098, 908.7463556851311, 1440.3790087463556, 1352.1865889212827, 2721.865889212828, 1692.8571428571427, 1691.545189504373, 1348.3965014577257,0
Hunger-34,2519.736842105263, 2660.964912280702, 2658.771929824561, 2656.87134502924, 2522.953216374269, 2530.409356725146, 2587.719298245614, 2655.847953216374, 2653.216374269006, 2654.093567251462, 2565.3508771929824, 2515.497076023392, 2520.906432748538, 2654.970760233918, 2659.941520467836, 2720.3216374269005, 2569.298245614035, 2699.8538011695905, 2655.116959064327, 2516.812865497076, 2652.777777777778, 2657.748538011696, 2661.842105263158, 2636.6959064327484, 2656.4327485380118, 2514.3274853801167, 2505.555555555555, 2528.654970760234, 2566.520467836257, 2704.093567251462,0
Hunger-35,1768.3526011560696, 1767.9190751445087, 1757.947976878613, 1758.5260115606939, 1768.7861271676302, 1768.2080924855493, 1444.7976878612717, 1766.4739884393066, 1453.034682080925, 1766.3294797687863, 1516.4739884393064, 1764.884393063584, 1456.9364161849712, 900.1445086705203, 1512.2832369942198, 1764.0173410404625, 1758.2369942196533, 1454.4797687861274, 1611.271676300578, 1764.4508670520233, 1746.820809248555, 1768.4971098265896, 1765.0289017341042, 492.7745664739885, 1755.6358381502891, 1768.9306358381505, 1756.6473988439307, 1448.9884393063585, 1450.1445086705203, 1518.3526011560696,0
Hunger-36,1768.3526011560696, 1768.2080924855493, 1767.9190751445087, 1766.4739884393066, 1758.5260115606939, 1758.3815028901736, 1768.4971098265896, 1765.0289017341042, 1756.6473988439307, 1768.7861271676302, 1767.3410404624278, 1766.9075144508672, 1764.4508670520233, 1757.947976878613, 1767.7745664739887, 1763.5838150289019, 1766.3294797687863, 1764.0173410404625, 1768.9306358381505, 1764.884393063584, 1765.4624277456649, 1763.005780346821, 1766.0404624277458, 1765.8959537572255, 1769.6531791907516, 1746.3872832369943, 1747.6878612716764, 1767.485549132948, 1746.820809248555, 1755.6358381502891,0
Hunger-37,500.1445086705203, 493.2080924855492, 499.71098265895955, 492.7745664739885, 463.8728323699422, 463.728323699422, 464.01734104046244, 500.57803468208095, 500.2890173410405, 492.485549132948, 499.85549132947983, 492.34104046242777, 500.00000000000006, 492.9190751445087, 499.2774566473989, 488.728323699422, 463.58381502890177, 464.1618497109827, 493.06358381502895, 500.7225433526012, 499.5664739884393, 493.64161849710985, 500.43352601156073, 500.8670520231214, 499.4219653179191, 466.0404624277457, 464.30635838150295, 498.8439306358382, 465.89595375722547, 493.4971098265896,0
Hunger-38,1074.1379310344828, 1406.4655172413793, 1408.1896551724137, 1073.5632183908044, 1409.4827586206895, 1407.6149425287356, 1407.7586206896551, 1075.287356321839, 1075.8620689655172, 1074.712643678161, 1551.867816091954, 1681.3218390804598, 1075.5747126436781, 1072.9885057471263, 1404.5977011494251, 1548.706896551724, 1546.83908045977, 1074.4252873563219, 1402.8735632183907, 1405.8908045977012, 1405.7471264367816, 1073.8505747126437, 1401.5804597701149, 1072.4137931034481, 1076.1494252873563, 1554.022988505747, 1074.5689655172414, 1409.7701149425286, 1678.4482758620688, 1399.8563218390805,0
Hunger-39,1357.8034682080927, 1357.6589595375724, 1357.5144508670521, 1357.9479768786127, 1357.3699421965318, 1358.092485549133, 1357.2254335260116, 1358.2369942196533, 1357.0809248554915, 1358.3815028901736, 1356.9364161849712, 1358.5260115606936, 1368.64161849711, 1368.4971098265896, 1368.7861271676302, 1358.670520231214, 1368.3526011560696, 1368.9306358381505, 1368.2080924855493, 1358.8150289017342, 1368.063583815029, 1358.9595375722545, 1356.791907514451, 1369.0751445086705, 1359.1040462427748, 1367.9190751445087, 1359.2485549132948, 1361.5606936416186, 1361.705202312139, 1361.4161849710983,0
Hunger-40,123.61516034985421, 134.98542274052477, 2066.763848396501, 2075.5102040816323, 169.82507288629736, 2074.9271137026235, 126.38483965014575, 2065.889212827988, 123.46938775510202, 2066.618075801749, 133.6734693877551, 2067.638483965014, 134.83965014577257, 2075.218658892128, 2066.1807580174923, 2075.36443148688, 2067.7842565597666, 2066.472303206997, 2065.5976676384835, 174.05247813411077, 2065.743440233236, 114.28571428571426, 2066.909620991253, 170.2623906705539, 126.09329446064139, 177.25947521865888, 2061.37026239067, 2075.0728862973756, 175.801749271137, 112.68221574344022,0
Hunger-41,1787.7521613832853, 1787.1757925072047, 1788.1844380403459, 1786.8876080691643, 1787.608069164265, 1618.8760806916428, 1787.3198847262247, 1787.463976945245, 1787.8962536023055, 1788.328530259366, 1788.0403458213257, 1786.599423631124, 1786.7435158501441, 1619.164265129683, 1622.6224783861671, 1786.1671469740634, 1787.0317002881845, 1788.6167146974065, 1622.3342939481267, 1619.308357348703, 1622.7665706051873, 1622.9106628242075, 1619.7406340057637, 1620.028818443804, 1788.7608069164266, 1786.4553314121038, 1619.4524495677233, 1822.3342939481267, 1788.4726224783863, 1618.5878962536024,0
Hunger-42,1954.1666666666665, 1954.022988505747, 1954.7413793103447, 1953.4482758620688, 1954.8850574712642, 1954.310344827586, 1954.5977011494251, 1953.8793103448274, 1953.5919540229884, 1953.3045977011493, 1954.4540229885056, 1953.735632183908, 1955.0287356321837, 1955.4597701149423, 1955.3160919540228, 1953.1609195402298, 1955.1724137931033, 1955.6034482758619, 1953.0172413793102, 1952.8735632183907, 1952.7298850574712, 1955.7471264367814, 1952.5862068965516, 1955.890804597701, 1924.1379310344826, 1956.0344827586205, 1956.17816091954, 1923.994252873563, 1924.281609195402, 1952.442528735632,0
Hunger-43,629.1784702549576, 626.628895184136, 628.0453257790368, 626.9121813031162, 628.328611898017, 627.7620396600566, 626.3456090651558, 629.4617563739376, 627.4787535410765, 626.0623229461756, 629.6033994334277, 626.7705382436261, 627.1954674220963, 628.8951841359774, 625.2124645892351, 628.6118980169972, 630.028328611898, 629.7450424929178, 625.4957507082153, 627.9036827195467, 624.7875354107649, 626.4872521246459, 623.9376770538244, 629.3201133144476, 624.2209631728045, 630.5949008498584, 625.0708215297451, 623.6543909348442, 630.4532577903683, 626.2039660056657,0
Hunger-44,3379.603399433428, 1832.0113314447592, 1831.1614730878186, 3776.3456090651557, 1830.7365439093485, 3716.9971671388103, 1831.728045325779, 1832.5779036827196, 1829.6033994334277, 3757.9320113314448, 1829.886685552408, 1020.2549575070822, 1021.8130311614731, 3377.762039660057, 1848.7252124645893, 1831.4447592067988, 3758.215297450425, 1832.2946175637394, 1831.586402266289, 1021.3881019830028, 1848.158640226629, 3776.628895184136, 1847.8753541076487, 1830.169971671388, 1022.2379603399434, 3820.8215297450424, 3359.631728045326, 1022.9461756373938, 3330.5949008498583, 1832.8611898016998,0
Hunger-45,3501.558073654391, 1776.487252124646, 3737.3937677053823, 1750.7082152974504, 1776.0623229461758, 1755.0991501416431, 3737.8186968838527, 3543.7677053824364, 3643.6260623229464, 3496.458923512748, 3495.184135977337, 1778.6118980169972, 3505.3824362606233, 1780.3116147308783, 3745.6090651558075, 3498.4419263456093, 1778.186968838527, 3504.1076487252126, 3498.5835694050993, 3496.600566572238, 1749.5750708215298, 1757.6487252124646, 2067.5637393767706, 3622.2379603399436, 3500.2832861189804, 2103.3994334277622, 1754.3909348441928, 2069.830028328612, 1773.9376770538245, 2068.6968838526914,0
Hunger-46,3569.6883852691217, 3616.9971671388103, 3624.3626062322946, 3613.314447592068, 3569.2634560906517, 3702.4079320113315, 3608.640226628895, 3611.756373937677, 3563.031161473088, 3620.254957507082, 3607.9320113314448, 3614.589235127479, 3616.28895184136, 3608.356940509915, 3615.014164305949, 3580.028328611898, 3616.57223796034, 3664.305949008499, 3588.101983002833, 3701.983002832861, 3607.5070821529744, 3579.603399433428, 3612.8895184135977, 3623.9376770538242, 3615.8640226628895, 3824.645892351275, 3597.875354107649, 3639.376770538244, 3618.6968838526914, 3677.0538243626065,0
Hunger-47,1217.1875, 1218.6079545454547, 3561.2215909090914, 1220.880681818182, 3517.329545454546, 3657.102272727273, 1217.0454545454547, 1217.3295454545455, 3560.9375000000005, 489.2045454545455, 1219.1761363636365, 3565.0568181818185, 1221.0227272727275, 766.6193181818182, 1222.443181818182, 488.49431818181824, 3804.545454545455, 233.52272727272728, 1216.4772727272727, 1218.8920454545455, 3658.2386363636365, 1219.4602272727275, 3561.9318181818185, 3544.4602272727275, 234.09090909090912, 729.2613636363637, 3590.482954545455, 768.3238636363637, 234.37500000000003, 3663.068181818182,0
Hunger-48,3308.6455331412103, 3308.5014409221903, 3308.7896253602307, 3308.9337175792507, 3105.187319884726, 3308.35734870317, 3105.3314121037465, 523.342939481268, 523.7752161383286, 3105.043227665706, 3309.077809798271, 524.207492795389, 3308.21325648415, 523.4870317002882, 524.3515850144092, 524.0634005763688, 523.6311239193084, 523.9193083573487, 3105.4755043227665, 3120.8933717579253, 3104.8991354466857, 3308.0691642651295, 522.9106628242075, 523.0547550432277, 3121.037463976945, 524.6397694524496, 3309.221902017291, 523.1988472622478, 3428.5302593659944, 3112.391930835735,0
Hunger-49,931.8443804034582, 931.2680115273776, 931.1239193083574, 926.657060518732, 1052.4495677233429, 701.0086455331412, 931.700288184438, 701.2968299711815, 1052.593659942363, 1053.8904899135446, 701.7291066282421, 702.0172910662824, 701.1527377521614, 701.4409221902017, 928.8184438040346, 1055.1873198847263, 1055.0432276657061, 700.864553314121, 1053.7463976945246, 701.8731988472623, 701.5850144092219, 685.1585014409222, 1051.1527377521613, 702.1613832853026, 700.7204610951009, 700.5763688760807, 1052.3054755043229, 684.8703170028818, 1051.2968299711815, 684.7262247838617,0
Hunger-50,626.7241379310344, 463.3620689655172, 626.867816091954, 616.5229885057471, 616.3793103448276, 506.7528735632184, 629.1666666666666, 612.7873563218391, 451.7241379310345, 607.3275862068965, 628.448275862069, 465.8045977011494, 506.60919540229884, 618.103448275862, 617.2413793103448, 627.5862068965516, 607.183908045977, 1173.8505747126435, 629.3103448275862, 611.0632183908045, 542.8160919540229, 626.5804597701149, 2871.2643678160916, 462.64367816091954, 618.2471264367816, 607.471264367816, 599.7126436781609, 456.32183908045977, 505.60344827586204, 627.4425287356321,0
Hunger-51,1537.3198847262247, 1540.0576368876082, 1537.608069164265, 1538.7608069164266, 1536.8876080691643, 1541.2103746397695, 1538.0403458213257, 514.6974063400577, 1536.1671469740634, 514.5533141210375, 514.985590778098, 514.8414985590778, 515.1296829971182, 1536.599423631124, 514.4092219020173, 514.2651296829971, 1439.4812680115274, 1539.7694524495678, 1436.4553314121038, 1439.0489913544668, 1539.0489913544668, 515.2737752161383, 1538.328530259366, 1530.835734870317, 788.6167146974063, 1440.6340057636887, 513.9769452449568, 1437.608069164265, 1440.922190201729, 1546.8299711815562,0
Hunger-52,1116.0179640718563, 1119.1616766467066, 1115.868263473054, 1115.4191616766468, 1121.2574850299402, 1082.3353293413174, 1119.311377245509, 1112.7245508982037, 1112.5748502994013, 1116.1676646706587, 1118.2634730538923, 1350.299401197605, 1097.005988023952, 1347.005988023952, 1119.0119760479042, 1113.4730538922156, 1118.11377245509, 1121.1077844311378, 1117.365269461078, 1117.9640718562875, 1085.62874251497, 1118.562874251497, 1349.251497005988, 1110.62874251497, 1098.802395209581, 1346.4071856287426, 1345.9580838323354, 1109.8802395209582, 1349.4011976047905, 1346.2574850299402,0
Hunger-53,1050.7530120481927, 1050.301204819277, 1059.487951807229, 1059.9397590361446, 1051.2048192771083, 1549.8493975903614, 1037.801204819277, 1044.5783132530119, 1005.5722891566264, 1592.9216867469877, 1044.1265060240962, 1060.090361445783, 1047.4397590361446, 1056.3253012048192, 1057.379518072289, 1548.4939759036142, 1056.7771084337348, 1065.3614457831325, 1059.6385542168673, 1049.8493975903614, 1003.4638554216866, 1004.668674698795, 1550.301204819277, 1060.5421686746986, 1056.9277108433735, 1561.5963855421685, 1035.9939759036145, 1048.4939759036145, 951.2048192771083, 1048.0421686746986,0
Hunger-54,757.6368876080692, 753.0259365994236, 755.7636887608069, 755.1873198847262, 756.6282420749279, 769.4524495677233, 770.749279538905, 775.792507204611, 763.8328530259366, 753.7463976945245, 743.8040345821325, 770.0288184438041, 772.3342939481269, 771.9020172910663, 747.550432276657, 772.4783861671469, 754.1786743515851, 755.043227665706, 769.5965417867435, 748.2708933717579, 769.0201729106628, 754.7550432276657, 759.3659942363113, 752.3054755043228, 777.5216138328531, 745.1008645533142, 753.8904899135447, 767.7233429394813, 766.5706051873199, 765.5619596541787,0
Hunger-55,415.3179190751445, 416.0404624277457, 415.4624277456648, 416.1849710982659, 417.19653179190755, 416.32947976878614, 415.1734104046243, 416.47398843930637, 417.34104046242777, 416.61849710982665, 419.50867052023125, 415.89595375722547, 419.364161849711, 415.606936416185, 419.6531791907515, 417.0520231213873, 420.8092485549133, 421.3872832369943, 421.6763005780347, 420.95375722543355, 415.02890173410407, 421.5317919075145, 422.2543352601156, 419.2196531791908, 414.16184971098266, 410.5491329479769, 422.9768786127168, 416.7630057803469, 414.30635838150295, 423.121387283237,0
Hunger-56,438.6494252873563, 438.50574712643675, 437.78735632183907, 437.9310344827586, 438.7931034482758, 643.5344827586207, 642.2413793103448, 439.367816091954, 437.64367816091954, 642.0977011494252, 532.6149425287356, 439.51149425287355, 525.1436781609195, 643.3908045977012, 525.0, 643.6781609195402, 532.7586206896551, 532.471264367816, 639.2241379310344, 547.2701149425287, 547.4137931034483, 639.0804597701149, 642.3850574712643, 615.3735632183908, 583.6206896551723, 644.683908045977, 644.8275862068965, 524.8563218390805, 583.4770114942528, 525.2873563218391,0
Hunger-57,405.63583815028903, 405.05780346820814, 404.6242774566474, 405.20231213872836, 410.26011560693644, 406.06936416184976, 410.69364161849717, 402.456647398844, 407.6589595375723, 406.21387283237, 402.89017341040466, 403.0346820809249, 404.0462427745665, 407.2254335260116, 406.64739884393066, 404.4797687861272, 405.4913294797688, 403.46820809248555, 408.09248554913296, 405.78034682080926, 400.7225433526012, 407.08092485549133, 409.82658959537576, 411.12716763005784, 414.45086705202317, 403.61271676300584, 411.5606936416185, 410.1156069364162, 414.01734104046244, 385.5491329479769,0
Hunger-58,3582.99711815562, 3582.8530259365994, 3582.7089337175794, 3582.564841498559, 3583.42939481268, 3583.28530259366, 3582.420749279539, 3583.1412103746397, 3582.2766570605186, 3582.1325648414986, 3581.844380403458, 3583.5734870317006, 3581.9884726224786, 3583.8616714697405, 3583.7175792507205, 3581.7002881844383, 3581.412103746398, 3584.005763688761, 3628.386167146974, 3581.556195965418, 3627.9538904899136, 3628.6743515850144, 3584.149855907781, 3628.242074927954, 3577.377521613833, 3628.818443804035, 3576.9452449567725, 3576.5129682997117, 3584.2939481268013, 3628.0979827089336,0
Hunger-59,620.2064896755162, 972.8613569321534, 2442.9203539823006, 617.8466076696166, 620.3539823008849, 617.6991150442478, 2444.100294985251, 973.0088495575221, 2444.985250737463, 2443.8053097345132, 2444.690265486726, 971.6814159292036, 2443.2153392330383, 2443.510324483776, 2444.395280235988, 973.3038348082596, 620.0589970501475, 622.1238938053098, 619.1740412979351, 630.3834808259587, 619.0265486725664, 2442.6253687315634, 2441.740412979351, 1955.1622418879056, 2445.2802359882007, 971.8289085545723, 2444.2477876106195, 1955.014749262537, 618.8790560471977, 616.8141592920354,0
Hunger-60,625.3687315634219, 722.566371681416, 730.23598820059, 630.0884955752213, 721.976401179941, 625.5162241887906, 626.6961651917404, 626.1061946902655, 621.976401179941, 628.7610619469026, 622.566371681416, 624.0412979351032, 653.6873156342183, 716.5191740412979, 721.8289085545723, 715.7817109144543, 632.3008849557522, 623.8938053097345, 632.1533923303834, 622.7138643067847, 730.3834808259587, 807.3746312684366, 719.76401179941, 715.929203539823, 626.5486725663717, 809.29203539823, 629.4985250737464, 624.6312684365781, 650.2949852507375, 623.3038348082596,0
Hunger-61,871.4067278287462, 869.2660550458716, 870.6422018348624, 813.6085626911314, 871.5596330275229, 860.8562691131498, 870.795107033639, 436.54434250764524, 869.4189602446482, 868.6544342507644, 830.4281345565748, 873.0886850152905, 861.6207951070336, 861.4678899082568, 862.9969418960244, 871.7125382262997, 875.5351681957186, 813.4556574923547, 868.9602446483179, 861.1620795107033, 870.9480122324159, 870.0305810397552, 874.7706422018348, 855.9633027522935, 867.2782874617736, 866.9724770642201, 868.3486238532109, 866.3608562691131, 830.5810397553516, 863.3027522935779,0
Hunger-62,898.8439306358382, 896.242774566474, 897.8323699421966, 898.9884393063585, 900.0000000000001, 871.0982658959538, 872.3988439306358, 897.5433526011561, 901.0115606936417, 441.0404624277457, 896.3872832369943, 730.7803468208093, 732.2254335260117, 870.5202312138729, 441.32947976878614, 435.8381502890174, 775.1445086705203, 434.5375722543353, 897.398843930636, 871.820809248555, 897.2543352601157, 439.88439306358384, 426.5895953757226, 901.4450867052024, 439.30635838150295, 869.2196531791908, 735.9826589595376, 437.2832369942197, 897.6878612716764, 899.8554913294798,0
Hunger-63,462.57225433526014, 927.8901734104047, 473.4104046242775, 461.4161849710983, 461.99421965317924, 461.5606936416185, 465.3179190751445, 472.9768786127168, 928.3236994219654, 466.47398843930637, 928.9017341040463, 926.7341040462428, 471.9653179190752, 474.4219653179191, 473.8439306358382, 471.82080924855495, 462.4277456647399, 428.1791907514451, 472.39884393063585, 474.85549132947983, 463.728323699422, 472.2543352601156, 463.1502890173411, 473.98843930635843, 463.58381502890177, 929.0462427745665, 472.68786127167635, 426.5895953757226, 927.7456647398844, 929.4797687861272,0
Hunger-64,927.3775216138329, 927.8097982708933, 925.3602305475505, 928.2420749279539, 925.5043227665706, 928.3861671469741, 926.3688760806916, 925.9365994236312, 927.9538904899135, 927.2334293948127, 925.792507204611, 504.3227665706052, 965.1296829971182, 928.0979827089337, 927.6657060518733, 503.8904899135447, 928.6743515850144, 961.3832853025937, 928.8184438040346, 504.75504322766574, 929.106628242075, 503.7463976945245, 924.9279538904899, 926.8011527377522, 927.5216138328531, 925.0720461095101, 503.02593659942363, 503.45821325648416, 505.1873198847262, 929.250720461095,0
Hunger-65,833.8616714697406, 832.8530259365995, 832.4207492795389, 833.1412103746397, 833.4293948126801, 833.5734870317003, 832.7089337175793, 831.9884726224784, 832.9971181556197, 834.0057636887608, 826.9452449567724, 829.5389048991354, 826.8011527377522, 834.2939481268012, 834.8703170028818, 833.7175792507205, 832.2766570605187, 866.4265129682997, 833.2853025936599, 834.149855907781, 825.6484149855908, 834.7262247838617, 826.5129682997118, 832.5648414985591, 867.4351585014409, 825.9365994236312, 838.0403458213257, 865.7060518731988, 823.0547550432277, 821.7579250720461,0
Hunger-66,492.3188405797102, 491.7391304347826, 492.46376811594206, 491.8840579710145, 492.0289855072464, 492.17391304347825, 492.60869565217394, 491.59420289855075, 492.7536231884058, 491.304347826087, 489.4202898550725, 492.8985507246377, 489.5652173913044, 494.92753623188406, 490.72463768115944, 491.4492753623189, 495.07246376811594, 489.1304347826087, 489.2753623188406, 491.15942028985506, 488.9855072463768, 494.6376811594203, 488.84057971014494, 500.8695652173913, 489.71014492753625, 491.0144927536232, 490.57971014492756, 501.0144927536232, 503.9130434782609, 504.05797101449275,0
Hunger-67,489.367816091954, 483.1896551724138, 489.51149425287355, 488.2183908045977, 497.84482758620686, 469.8275862068965, 488.07471264367814, 494.2528735632184, 514.5114942528735, 489.2241379310345, 544.1091954022988, 481.8965517241379, 489.6551724137931, 538.3620689655172, 534.4827586206897, 547.5574712643678, 543.5344827586207, 482.7586206896551, 546.9827586206897, 486.78160919540227, 514.655172413793, 548.7068965517241, 488.6494252873563, 486.63793103448273, 505.0287356321839, 497.7011494252873, 493.10344827586204, 486.9252873563218, 549.2816091954022, 532.471264367816,0
